Train_name,Station_name,Arrive_time,Departure_time,direction
44,Songjiazhuang,18:05,#VALUE!,1
45,Tiantongyuanbei,#VALUE!,17:30,1
45,Songjiazhuang,18:15,#VALUE!,1
46,Tiantongyuanbei,#VALUE!,17:40,1
46,Songjiazhuang,18:25,#VALUE!,1
47,Tiantongyuanbei,#VALUE!,17:50,1
47,Songjiazhuang,18:35,#VALUE!,1
48,Tiantongyuanbei,#VALUE!,18:00,1
48,Songjiazhuang,18:45,#VALUE!,1
49,Tiantongyuanbei,#VALUE!,18:10,1
49,Songjiazhuang,18:55,#VALUE!,1
50,Tiantongyuanbei,----,18:20,1
50,Songjiazhuang,19:05,#VALUE!,1
51,Tiantongyuanbei,#VALUE!,18:30,1
51,Songjiazhuang,19:15,#VALUE!,1
52,Tiantongyuanbei,#VALUE!,18:40,1
52,Songjiazhuang,19:25,#VALUE!,1
53,Tiantongyuanbei,#VALUE!,18:50,1
53,Songjiazhuang,19:35,#VALUE!,1
54,Tiantongyuanbei,#VALUE!,19:00,1
54,Songjiazhuang,19:45,#VALUE!,1
55,Tiantongyuanbei,#VALUE!,19:20,1
55,Songjiazhuang,20:05,#VALUE!,1
56,Tiantongyuanbei,----,19:40,1
56,Songjiazhuang,20:25,#VALUE!,1
57,Tiantongyuanbei,#VALUE!,20:00,1
57,Songjiazhuang,20:45,#VALUE!,1
58,Tiantongyuanbei,#VALUE!,20:20,1
58,Songjiazhuang,21:05,#VALUE!,1
59,Tiantongyuanbei,#VALUE!,20:40,1
59,Songjiazhuang,21:25,#VALUE!,1
60,Tiantongyuanbei,#VALUE!,21:00,1
60,Songjiazhuang,21:45,#VALUE!,1
61,Tiantongyuanbei,#VALUE!,21:20,1
61,Songjiazhuang,22:05,#VALUE!,1
62,Tiantongyuanbei,#VALUE!,21:40,1
62,Songjiazhuang,22:25,#VALUE!,1
63,Tiantongyuanbei,#VALUE!,22:00,1
63,Songjiazhuang,22:45,#VALUE!,1
64,Tiantongyuanbei,#VALUE!,22:20,1
64,Songjiazhuang,23:05,#VALUE!,1
65,Tiantongyuanbei,#VALUE!,22:40,1
65,Songjiazhuang,23:25,#VALUE!,1
66,Tiantongyuanbei,#VALUE!,23:00,1
66,Songjiazhuang,23:45,#VALUE!,1
67,Songjiazhuang,----,5:20,0
67,Tiantongyuanbei,6:05,----,0
68,Songjiazhuang,#VALUE!,5:40,0
68,Tiantongyuanbei,6:25,#VALUE!,0
69,Songjiazhuang,#VALUE!,6:00,0
69,Tiantongyuanbei,6:45,#VALUE!,0
70,Songjiazhuang,#VALUE!,6:20,0
70,Tiantongyuanbei,7:05,#VALUE!,0
71,Songjiazhuang,#VALUE!,6:40,0
71,Tiantongyuanbei,7:25,#VALUE!,0
72,Songjiazhuang,#VALUE!,7:00,0
72,Tiantongyuanbei,7:45,#VALUE!,0
73,Songjiazhuang,#VALUE!,7:10,0
73,Tiantongyuanbei,7:55,#VALUE!,0
74,Songjiazhuang,#VALUE!,7:20,0
74,Tiantongyuanbei,8:05,#VALUE!,0
75,Songjiazhuang,#VALUE!,7:30,0
75,Tiantongyuanbei,8:15,#VALUE!,0
76,Songjiazhuang,#VALUE!,7:40,0
76,Tiantongyuanbei,8:25,#VALUE!,0
77,Songjiazhuang,#VALUE!,7:50,0
77,Tiantongyuanbei,8:35,#VALUE!,0
78,Songjiazhuang,#VALUE!,8:00,0
78,Tiantongyuanbei,8:45,#VALUE!,0
79,Songjiazhuang,#VALUE!,8:10,0
79,Tiantongyuanbei,8:55,#VALUE!,0
80,Songjiazhuang,#VALUE!,8:20,0
80,Tiantongyuanbei,9:05,#VALUE!,0
81,Songjiazhuang,#VALUE!,8:30,0
81,Tiantongyuanbei,9:15,#VALUE!,0
82,Songjiazhuang,----,8:40,0
82,Tiantongyuanbei,9:25,#VALUE!,0
83,Songjiazhuang,#VALUE!,8:50,0
83,Tiantongyuanbei,9:35,#VALUE!,0
84,Songjiazhuang,#VALUE!,9:00,0
84,Tiantongyuanbei,9:45,#VALUE!,0
85,Songjiazhuang,#VALUE!,9:20,0
85,Tiantongyuanbei,10:05,#VALUE!,0
86,Songjiazhuang,#VALUE!,9:40,0
86,Tiantongyuanbei,10:25,#VALUE!,0
87,Songjiazhuang,#VALUE!,10:00,0
87,Tiantongyuanbei,10:45,#VALUE!,0
88,Songjiazhuang,----,10:20,0
88,Tiantongyuanbei,11:05,#VALUE!,0
89,Songjiazhuang,#VALUE!,10:40,0
89,Tiantongyuanbei,11:25,#VALUE!,0
90,Songjiazhuang,#VALUE!,11:00,0
90,Tiantongyuanbei,11:45,#VALUE!,0
91,Songjiazhuang,#VALUE!,11:20,0
91,Tiantongyuanbei,12:05,#VALUE!,0
92,Songjiazhuang,#VALUE!,11:40,0
92,Tiantongyuanbei,12:25,#VALUE!,0
93,Songjiazhuang,#VALUE!,12:00,0
93,Tiantongyuanbei,12:45,#VALUE!,0
94,Songjiazhuang,#VALUE!,12:20,0
94,Tiantongyuanbei,13:05,#VALUE!,0
95,Songjiazhuang,#VALUE!,12:40,0
95,Tiantongyuanbei,13:25,#VALUE!,0
96,Songjiazhuang,#VALUE!,13:00,0
96,Tiantongyuanbei,13:45,#VALUE!,0
97,Songjiazhuang,#VALUE!,13:20,0
97,Tiantongyuanbei,14:05,#VALUE!,0
98,Songjiazhuang,#VALUE!,13:40,0
98,Tiantongyuanbei,14:25,#VALUE!,0
99,Songjiazhuang,#VALUE!,14:00,0
99,Tiantongyuanbei,14:45,#VALUE!,0
100,Songjiazhuang,#VALUE!,14:20,0
100,Tiantongyuanbei,15:05,#VALUE!,0
101,Songjiazhuang,----,14:40,0
101,Tiantongyuanbei,15:25,#VALUE!,0
102,Songjiazhuang,#VALUE!,15:00,0
102,Tiantongyuanbei,15:45,#VALUE!,0
103,Songjiazhuang,#VALUE!,15:20,0
103,Tiantongyuanbei,16:05,#VALUE!,0
104,Songjiazhuang,#VALUE!,15:40,0
104,Tiantongyuanbei,16:25,#VALUE!,0
105,Songjiazhuang,#VALUE!,16:00,0
105,Tiantongyuanbei,16:45,#VALUE!,0
106,Songjiazhuang,#VALUE!,16:20,0
106,Tiantongyuanbei,17:05,#VALUE!,0
107,Songjiazhuang,#VALUE!,16:40,0
107,Tiantongyuanbei,17:25,#VALUE!,0
108,Songjiazhuang,#VALUE!,17:00,0
108,Tiantongyuanbei,17:45,#VALUE!,0
109,Songjiazhuang,#VALUE!,17:10,0
109,Tiantongyuanbei,17:55,#VALUE!,0
110,Songjiazhuang,#VALUE!,17:20,0
110,Tiantongyuanbei,18:05,#VALUE!,0
111,Songjiazhuang,#VALUE!,17:30,0
111,Tiantongyuanbei,18:15,#VALUE!,0
112,Songjiazhuang,#VALUE!,17:40,0
112,Tiantongyuanbei,18:25,#VALUE!,0
113,Songjiazhuang,#VALUE!,17:50,0
113,Tiantongyuanbei,18:35,#VALUE!,0
114,Songjiazhuang,#VALUE!,18:00,0
114,Tiantongyuanbei,18:45,#VALUE!,0
115,Songjiazhuang,#VALUE!,18:10,0
115,Tiantongyuanbei,18:55,#VALUE!,0
116,Songjiazhuang,----,18:20,0
116,Tiantongyuanbei,19:05,#VALUE!,0
117,Songjiazhuang,#VALUE!,18:30,0
117,Tiantongyuanbei,19:15,#VALUE!,0
118,Songjiazhuang,#VALUE!,18:40,0
118,Tiantongyuanbei,19:25,#VALUE!,0
119,Songjiazhuang,#VALUE!,18:50,0
119,Tiantongyuanbei,19:35,#VALUE!,0
120,Songjiazhuang,#VALUE!,19:00,0
120,Tiantongyuanbei,19:45,#VALUE!,0
121,Songjiazhuang,#VALUE!,19:20,0
121,Tiantongyuanbei,20:05,#VALUE!,0
122,Songjiazhuang,----,19:40,0
122,Tiantongyuanbei,20:25,#VALUE!,0
123,Songjiazhuang,#VALUE!,20:00,0
123,Tiantongyuanbei,20:45,#VALUE!,0
124,Songjiazhuang,#VALUE!,20:20,0
124,Tiantongyuanbei,21:05,#VALUE!,0
125,Songjiazhuang,#VALUE!,20:40,0
125,Tiantongyuanbei,21:25,#VALUE!,0
126,Songjiazhuang,#VALUE!,21:00,0
126,Tiantongyuanbei,21:45,#VALUE!,0
127,Songjiazhuang,#VALUE!,21:20,0
127,Tiantongyuanbei,22:05,#VALUE!,0
128,Songjiazhuang,#VALUE!,21:40,0
128,Tiantongyuanbei,22:25,#VALUE!,0
129,Songjiazhuang,#VALUE!,22:00,0
129,Tiantongyuanbei,22:45,#VALUE!,0
130,Songjiazhuang,#VALUE!,22:20,0
130,Tiantongyuanbei,23:05,#VALUE!,0
131,Songjiazhuang,#VALUE!,22:40,0
131,Tiantongyuanbei,23:25,#VALUE!,0
132,Songjiazhuang,#VALUE!,23:00,0
132,Tiantongyuanbei,23:45,#VALUE!,0
